CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;117575;Ernst & Young Auditores Independentes S/S;;61366936000125;004715;Nacional;2020-04-01;;;i) Auditoria das demonstrações financeiras da Companhia para o exercício encerrado em 31 de março de 2021, de acordo com as práticas contábeis adotadas no Brasil ("BR GAAP") e normas internacionais de relatório financeiro ("IFRS") emitido pelo Internacional Accounting Standards Board ("IASB") e (ii) Auditoria das demonstrações financeiras da Companhia para o exercício encerrado em 31 de março de 2022, de acordo com as práticas contábeis adotadas no Brasil ("BR GAAP") e normas internacionais de relatório financeiro ("IFRS") emitido pelo Internacional Accounting Standards Board ("IASB").;A remuneração total da EY pelos serviços de auditoria prestados no exercício social findo em 31 de março de 2021 foi de R$2.863.997,02.A remuneração total da EY pelos serviços de auditoria prestados no exercício social findo em 31 de março de 2022 foi de R$ 2.937.260,00;Não houve substituição dos auditores.;N/A
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;123551;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-01-01;;2022-01-01;Os auditores independentes prestaram os seguintes serviços: (i) revisão das informações contábeis intermediárias consolidadas trimestrais (ITR) e (ii) auditoria das demonstrações financeiras consolidadas (DFP).;R$339.358,61- conforme carta contratação;Houve a substituição dos auditores independentes em cumprimento ao disposto no artigo 31 da Instrução CVM n.º 308/99, oqual prevê a rotatividade dos auditores independentes a cada 5 anos.;Não houve discordância pelo auditor independente da justificativa apresentada pela Companhia.
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;123552;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2012-03-22;;2012-03-22;Os auditores independentes prestaram os seguintes serviços: (i) revisão das informações contábeis intermediárias consolidadas trimestrais (ITR) dos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2016 e (ii) auditoria das demonstrações financeiras consolidadas do exercício social findo em 31 de dezembro de 2016. Em 04 de outubro de 2019 foi contratado o serviço para emissão de Carta de Conforto na Oferta Pública de Distribuição Primária.;R$ 675.218,66 - Contratação do serviço de emissão de Carta de Conforto na Oferta Pública de Distribuição Primária.;Houve a substituição dos auditores independentes em cumprimento ao disposto no artigo 31 da Instrução CVM n.º 308/99, o qual prevê a rotatividade dos auditores independentes a cada 5 anos.;Não houve discordância pelo auditor independente da justificativa apresentada pela Companhia.
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;123553;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2017-02-24;;2017-02-24;Os auditores independentes prestaram os seguintes serviços: (i) revisão das informações contábeis intermediárias consolidadas trimestrais (ITR) dos períodos findos/a findar-se em 31 de março, 30 de junho e 30 de setembro de 2017,2018, 2019, 2020 e 2021 e (ii) auditoria das demonstrações financeiras consolidadas dos exercícios sociais findos/a findar-se em 31 de dezembro de 2017, 2018, 2019,2020 e 2021. Em 04 de outubro 2019 foi contratado o serviço para emissão de Carta de Conforto na Oferta Pública de Distribuição Primária.;No último exercício social, os auditores independentes auferiram honorários no valor de R$405.000,00 pelos serviços de auditoria prestados à Companhia e suas controladas referente a revisão das demonstrações financeiras.;Houve a substituição dos auditores independentes em cumprimento ao disposto no artigo 31 da Instrução CVM n.º 308/99, o qual prevê a rotatividade dos auditores independentes a cada 5 anos.;Não houve discordância pelo auditor independente da justificativa apresentada pela Companhia.
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;121827;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2018-02-21;;2018-02-21;Realização de auditoria e emissão de relatório de auditoria sobre as demonstrações financeiras da Companhia para o período findo em 31 de dezembro.Realização da revisão e emissão de relatório de revisão sobre as informações financeiras intermediárias incluídas no Formulário de Informações Trimestrais - ITR para o período de três meses findo em 31 de março, bem como para os seis e nove meses findos respectivamente em 30 de junho e 30 de setembro.;Serviços de auditoria - R$ 577.860,12Outros serviços - R$ 106.400,00;Houve a substituição dos nossos auditores independentes, passando nossas demonstrações financeiras a serem auditadas pela Deloitte Touche Tohmatsu Auditores Independentes Ltda a partir das informações trimestrais relativas ao trimestre findo em 31 de março de 2023.i.         justificativa da substituiçãoA mudança de auditores independentes foi realizada em atenção às melhores práticas de Governança Corporativa pela Companhia, garantindo, assim, uma maior independência dos auditores.;A Ernst amp Young Auditores Independentes S.S. Ltda. está de acordo com a justificativa apresentada para mudança de auditoria independente.
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;122825;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2020-10-02;;2020-10-02;Os serviços contratados compreendem: (i) auditoria sobre as informações contábeis intermediárias (ITR) individuais e consolidadas daCompanhia para os períodos de três meses findos em 31 de março, 30 de junho e 30 de setembro de 2022 elaboradas de acordo com o CPC 21 (R1) - Demonstração Intermediária e a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board - (IASB) (ii) auditoria sobre as demonstrações financeiras individuais e consolidadas para o exercício findo em 31 de dezembro de 2022 elaboradas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP),  normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) (iii) carta de asseguração de debêntures e (iv) serviços referente à aquisição de controladas ao longo do exercício de 2022.;O montante total da remuneração dos auditores independentes relativa aos serviços descritos acima no exercício findo em 31 de dezembro de 2022 é de R$ 740.746, compostos de R$ 634.844 (i e ii), R$ 30.698 (iii) e R$ 75.204 por aquisição (iv).;N/A;N/A
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;122162;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112002689;002879;Nacional;2022-01-20;;2022-01-20;Auditoria das demonstrações financeiras elaboradas de acordo com práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS), para o exercício social encerrado em 31 de dezembro de 2021 e 2022.;Honorários relativos a serviços de auditoria externa totalizam R$ 242.975,21.;Não aplicável, visto que não houve substituição.;Não se aplica, visto que não houve discordância do auditor independente.
08.262.121/0001-13;2023-12-31;3;138147;ALUBAR METAIS E CABOS S.A.;124273;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2020-10-19;;2020-12-31;Serviços profissionais relativos a prestação, pelos auditores independentes, dos serviços de auditoria contábil para (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (International Financial Reporting Standards - IFRS), com a correspondente emissão de relatório em português com tradução (free translation) para inglês, referente ao exercício social encerrado em 31 de dezembro de 2023 (ii) revisão e emissão de relatório sobre as informações contábeis intermediárias não auditadas da Companhia, contidas no Formulário de Informações Trimestrais - ITR, preparadas de acordo com o CPC 21 (R1) - Demonstração Intermediária e a IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standard Board - IASB, referentes aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2023. Doravante, os serviços descritos nesta cláusula serão denominados "Serviços de Auditoria" ou os "Serviços".;No exercício social encerrado em 31 de dezembro de 2023, a remuneração dos auditores independentes foi de R$1.127.208 para os serviços descritos nos itens (i) e (ii) acima.;A substituição da Ernst & Young Auditores Independentes S/S Ltda. foi realizada em função de decisão estratégica e por realização de processo concorrencial vencedor.;Não aplicável.
08.262.121/0001-13;2023-12-31;3;138147;ALUBAR METAIS E CABOS S.A.;124274;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2024-04-16;;2024-01-01;No exercício social corrente, serão prestados serviços profissionais relativos a serviços de auditoria contábil para (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (International Financial Reporting Standards - IFRS), com a correspondente emissão de relatório em português com tradução (free translation) para inglês, referente ao exercício social encerrado em 31 de dezembro de 2024 (ii) revisão e emissão de relatório sobre as informações contábeis intermediárias não auditadas da Companhia, contidas no Formulário de Informações Trimestrais - ITR, preparadas de acordo com o CPC 21 (R1) - Demonstração Intermediária e a IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standard Board - IASB, referentes aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2024. Doravante, os serviços descritos nesta cláusula serão denominados "Serviços de Auditoria" ou os "Serviços".;No exercício social encerrado em 31 de dezembro de 2023, a Deloitte não fez jus à remuneração, pois sua contratação foi realizada após o encerramento do exercício e os Serviços serão prestados a partir do exercício social corrente.;Não aplicável;Não aplicável.
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;123787;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2017-04-19;;2017-04-19;Os serviços contratados junto ao auditor independente foram:Auditoria das demonstrações financeiras consolidadas referente ao exercício social encerrado em 31 de dezembro de 2022 da Companhia e de sua controlada JHSF Malls S.A.Revisão limitada das informações financeiras trimestrais da Companhia e de sua controlada JHSF Malls S.A. para o período de três meses findo em 31 de março, 30 de junho e 30 de setembro de 2022.;Auditoria das demonstrações financeiras anuais e trimestrais da JHSF Participações S.A. - R$876.459,66.Auditoria das demonstrações financeiras anuais e trimestrais da JHSF Malls S.A. - R$461.878,48 (subsidiária da JHSF Participações S.A);N/A;N/A
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;123669;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2020-04-02;;2021-01-01;Auditoria das Demonstrações Financeiras do exercício social encerrado em 31 de dezembro de 2022. Revisão das Informações Trimestrais - ITR para os períodos encerrados em 31 de março, 30 de junho e 30 de setembro de 2022. A Companhia informa que os auditores independentes não foram contratados para prestar serviços extra-auditoria.;No exercício social encerrado em 31 de dezembro de 2022, os auditores independentes receberam honorários no valor total de R$400.000,00, referentes aos serviços de auditoria externa.;Não aplicável;Não aplicável
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;118363;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;;61562112000120;002879;Nacional;2021-07-30;;;Serviços prestados à Companhia, referentes aos últimos três exercícios sociais: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia para os exercícios sociais encerrados em 31 de março de 2022, 2021 e 2020, e revisões das Informações Trimestrais de 30 de junho, 30 de setembro e 31 de dezembro de 2021, 2020 e 2019 (ii) Auditoria das demonstrações financeiras individuais e consolidadas em 31 de março de 2019, 2020 e 2021 (reemissão), para fins de registro na CVM (iii) Emissão de Confort letter - IPO (iv) Emissão de Confort letter - CRA (iv) Treinamento IFRS Update 2019 (v) Consultoria trabalhista e (vi) Consultoria sobre tema Pauta Etanol.;Honorários cobrados pelos serviços prestados à Companhia, referente ao último exercício social totalizaram R$1.859 mil, sendo: i) R$579 mil, referente a serviços de auditoria das demonstrações financeiras individuais e consolidadas da Companhia para os exercícios sociais encerrados em 31 de março de 2022, 2021 e 2020, e revisões das Informações Trimestrais de 30 de junho, 30 de setembro e 31 de dezembro de 2021, 2020 e 2019 ii) R$493 mil, referente a serviços de auditoria das demonstrações financeiras individuais e consolidadas em 31 de março de 2019, 2020 e 2021 (reemissão), para fins de registro na CVM e (iii) R$787 mil, referente a serviços de emissão de Confort letter - IPO.;Não aplicável, haja vista que não houve a substituição do auditor independente.;Não aplicável, haja vista que não houve a substituição do auditor independente.
