CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;Julio Cesar Estevam de Britto Junior;Diretor Presidente
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;Rodrigo de Oliveira Torres;Diretor de Relações com Investidores
35.822.503/0001-27;2023-12-31;6;138054;INSPIRALI EDUCAÇÃO S.A.;Guilherme Colin Soárez;Diretor Presidente
35.822.503/0001-27;2023-12-31;6;138054;INSPIRALI EDUCAÇÃO S.A.;Tiago Garcia Moraes;Diretor de Relações com Investidores
35.980.592/0001-30;2023-12-31;1;128158;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;Rogério Bruck Ely;Diretor Presidente
35.980.592/0001-30;2023-12-31;1;128158;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;Marco Girardi;Diretor de Relações com Investidores
36.146.575/0001-64;2023-12-31;3;128330;EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A.;Sérgio Ray Santillán;Diretor Presidente
36.146.575/0001-64;2023-12-31;3;128330;EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A.;Gilson de Oliveira Carvalho;Diretor de Relações com Investidores
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;Benjamin Ribeiro Quadros;Diretor Presidente
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;Antonio Eduardo Pimentel Rodrigues;Diretor de Relações com Investidores
36.763.716/0001-98;2023-12-31;4;140333;CONCESSIONÁRIA CATARINENSE DE RODOVIAS S.A.;Fausto Camilotti;Diretor Presidente/Relações com Investidores
37.663.076/0001-07;2023-12-31;15;137741;AES BRASIL ENERGIA S.A.;Rogério Pereira Jorge;Diretor Presidente
37.663.076/0001-07;2023-12-31;15;137741;AES BRASIL ENERGIA S.A.;José Ricardo Elbel Simão;Diretor de Relações com Investidores
37.702.340/0001-74;2023-12-31;2;130746;MONTE RODOVIAS S.A.;Sr. Fábio Bonini;Diretor Presidente/Relações com Investidores
38.042.694/0001-00;2023-12-31;3;133164;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;Vinicius Bernardes Basile Silveira Stopa;Diretor Presidente
38.042.694/0001-00;2023-12-31;3;133164;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;Vinicius Bernardes Basile Silveira Stopa;Diretor de Relações com Investidores
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Edmond Chaker Farhat Junior;Diretor Presidente
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Rafael Sanchez Brandão;Diretor de Relações com Investidores
38.307.135/0001-77;2023-12-31;4;135507;G2D INVESTMENTS, LTD.;Carlos Estellita Cavalcanti Pessoa Filho;Diretor de Relações com Investidores
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;Ivan Luiz Murias dos Santos;Diretor Presidente
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;FABIO BORTOLOTTI;Diretor de Relações com Investidores
38.482.780/0001-26;2023-12-31;4;134652;ANEMUS WIND HOLDING S.A.;Adriano Fernandes Nascentes;Diretor de Relações com Investidores
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;Rafael Bergman;Diretor de Relações com Investidores
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;Pedro Marcus Lira Palma;Diretor Presidente
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;Sebastian Dario Los;Diretor Presidente
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;Emílio Nunes de Carvalho;Diretor de Relações com Investidores
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Herbert Arnaud Dantas;Diretor Presidente
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Mateus Lemos Longman;Diretor de Relações com Investidores
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Marcelo Cunha Ribeiro;Diretor Presidente/Relações com Investidores
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Guilherme Walder Mora Ramalho;Diretor Presidente
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Herbert Adriano Quirino dos Santos;Diretor de Relações com Investidores
40.180.943/0001-68;2023-12-31;3;131377;REFINARIA DE MANAUS S.A.;Fernando Luiz Aguiar Filho;Diretor Presidente/Relações com Investidores
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;Celso Pedroso;Diretor Presidente
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;Frederico Guimarães da Silva;Diretor de Relações com Investidores
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Mariana Dantas Mesquita;Diretor Presidente/Relações com Investidores
40.480.481/0001-02;2023-12-31;1;129132;RIO ALTO STL HOLDING I S.A.;Edmond Chaker Farhat Júnior;Diretor Presidente
40.480.481/0001-02;2023-12-31;1;129132;RIO ALTO STL HOLDING I S.A.;Rafael Sanchez Brandão;Diretor de Relações com Investidores
40.593.395/0001-06;2023-12-31;3;128889;IFIN PARTICIPAÇÕES S.A.;Daniel Monteiro Coelho de Magalhães;Diretor Presidente/Relações com Investidores
40.997.635/0001-20;2023-12-31;4;133166;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;Vinicius Bernardes Basile Silveira Stopa;Diretor de Relações com Investidores
40.997.635/0001-20;2023-12-31;4;133166;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;VINICIUS BERNARDES BASILE SILVEIRA STOPA;Diretor Presidente
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;André Leonardo Alves Seabra Salles;Diretor Presidente
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;Ruben Lahyr Schneider Filho;Diretor de Relações com Investidores
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;Humberto Gabriel Cantu;Diretor Presidente
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;Vitor das Neves Leme;Diretor de Relações com Investidores
41.335.131/0001-07;2023-12-31;1;128430;MOTTU I S.A;Luigi Teixeira da Costa;Diretor de Relações com Investidores
41.335.131/0001-07;2023-12-31;1;128430;MOTTU I S.A;Rubens Octavio Pereira Zanelatto;Diretor Presidente
41.508.382/0001-46;2023-12-31;3;136191;RODOVIAS DO BRASIL HOLDING S.A.;André de Paula Yusiasu;Diretor de Relações com Investidores
41.508.382/0001-46;2023-12-31;3;136191;RODOVIAS DO BRASIL HOLDING S.A.;Leonardo Armando Yamamoto;Diretor Presidente
41.570.356/0001-48;2023-12-31;10;133426;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;Jathiacy Sansonio Tavares;Diretor Presidente
41.570.356/0001-48;2023-12-31;10;133426;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;Rodrigo Coimbra Aché Assumpção;Diretor de Relações com Investidores
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Aquilino Espejo Martinez;Diretor de Relações com Investidores
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Luis Manoel da Conceição Carregosa;Diretor Presidente
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Pedro van Langendonck Teixeira de Freitas;Diretor de Relações com Investidores
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Roberto Bischoff;Diretor Presidente
42.233.757/0001-75;2023-12-31;1;128045;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;Henrique Oliva Biscolla;Diretor de Relações com Investidores
42.233.757/0001-75;2023-12-31;1;128045;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;João Pedro Freitas dos Santos;Diretor Presidente
42.278.291/0001-24;2023-12-31;10;137740;LOG-IN LOGISTICA INTERMODAL S.A.;Pascoal Cunha Gomes;Diretor de Relações com Investidores
42.278.291/0001-24;2023-12-31;10;137740;LOG-IN LOGISTICA INTERMODAL S.A.;Marcio Arany da Cruz Martins;Diretor Presidente
42.278.473/0001-03;2023-12-31;9;137096;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Marcus Vinícius de Oliveira;Diretor Presidente
42.278.473/0001-03;2023-12-31;9;137096;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Lucas Moreno Neves;Diretor de Relações com Investidores
42.292.007/0001-74;2023-12-31;7;137083;RIO+ SANEAMENTO BL 3 S.A.;Leonardo das Chagas Righetto;Diretor Presidente
42.292.007/0001-74;2023-12-31;7;137083;RIO+ SANEAMENTO BL 3 S.A.;Pedro Paulo Lobo do Carmo Guedes;Diretor de Relações com Investidores
42.310.775/0001-03;2023-12-31;10;134152;ÁGUAS DO RIO 1 SPE S.A.;Alexandre Bianchini Antonio;Diretor Presidente
42.310.775/0001-03;2023-12-31;10;134152;ÁGUAS DO RIO 1 SPE S.A.;Anselmo Henrique Seto Leal;Diretor de Relações com Investidores
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Luciano Ribas Battistella;Diretor de Relações com Investidores
42.353.180/0001-35;2023-12-31;6;135470;IGUÁ RIO DE JANEIRO S.A.;Péricles Sócrates Weber;Diretor Presidente/Relações com Investidores
42.353.180/0001-35;2023-12-31;6;135470;IGUÁ RIO DE JANEIRO S.A.;Péricles Sócrates Weber;Diretor Presidente/Relações com Investidores
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Antonio Augusto Torres de Bastos Filho;Diretor Presidente
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Thiago Levy;Diretor de Relações com Investidores
42.644.220/0001-06;2023-12-31;10;134153;ÁGUAS DO RIO 4 SPE S.A.;Alexandre Bianchini Antonio;Diretor Presidente
42.644.220/0001-06;2023-12-31;10;134153;ÁGUAS DO RIO 4 SPE S.A.;Anselmo Henrique Seto Leal;Diretor de Relações com Investidores
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;João Vitor Nazareth Menin Teixeira de Souza;Diretor Presidente
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Santiago Horacio Stel;Diretor de Relações com Investidores
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Isabella Tanure Correa;Diretor Presidente
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Jose Luiz Mendes Ramos Junior;Diretor de Relações com Investidores
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Jose Luiz Mendes Ramos Junior;Diretor de Relações com Investidores
43.185.362/0001-07;2023-12-31;1;127680;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;Ricardo Emile Staub;Diretor Presidente/Relações com Investidores
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;José Roberto Menezes Garcia;Diretor Presidente
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Felipe de Albuquerque Campos;Diretor de Relações com Investidores
43.335.774/0001-86;2023-12-31;3;133168;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;Vinicius Bernardes Basile Silveira Stopa;Diretor Presidente
43.335.774/0001-86;2023-12-31;3;133168;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;Vinicius Bernardes Basile Silveira Stopa;Diretor de Relações com Investidores
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Marcelo Dzik;Diretor de Relações com Investidores
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Márcio Botana Moraes;Diretor Presidente
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Antônio da Silva Barreto Júnior;Diretor Presidente
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Antônio Cavalcanti Júnior;Diretor de Relações com Investidores
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Antônio da Silva Barreto Júnior;Diretor Presidente
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Antônio Cavalcanti Júnior;Diretor de Relações com Investidores
43.514.079/0001-81;2023-12-31;7;136167;CLI SUL S.A.;Hélcio Tokeshi;Diretor Presidente
43.514.079/0001-81;2023-12-31;7;136167;CLI SUL S.A.;Carlos Gabriel Pradela Exposito Motta;Diretor de Relações com Investidores
43.514.079/0001-81;2023-12-31;7;136167;CLI SUL S.A.;Luís Fernando Pereira das Neves;Diretor Presidente
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Benedito Pinto Ferreira Braga Junior;Diretor Presidente
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Osvaldo Garcia;Diretor de Relações com Investidores
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Liliana Aufiero;Diretor Presidente
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Carlos Alberto Mazzeu;Diretor de Relações com Investidores
44.067.725/0001-72;2023-12-31;3;132608;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;Ricardo Salles de Oliveira Barra;Diretor Presidente/Relações com Investidores
44.319.688/0001-42;2023-12-31;2;135949;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;Carla Henriques Silva Fornasaro;Diretor Presidente/Relações com Investidores
44.854.238/0001-50;2023-12-31;3;135504;PARSAN S.A.;André Pires de Oliveira Dias;Diretor Presidente/Relações com Investidores
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Paulo Correa Junior;Diretor Presidente
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Laurence Beltrão Gomes;Diretor de Relações com Investidores
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Wilson Fernando Romanini;Diretor Presidente
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Alexandre Del Nero Frizzo;Diretor de Relações com Investidores
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Maximiliano Guimarães Fischer;Diretor de Relações com Investidores
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Sammy Birmacker;Diretor Presidente
45.456.117/0001-12;2023-12-31;4;133995;ÁGUAS DO SERTÃO S.A.;Antonio Hercules Neto;Diretor Presidente
45.456.117/0001-12;2023-12-31;4;133995;ÁGUAS DO SERTÃO S.A.;Cláudio Roberto De Leoni Ramos;Diretor de Relações com Investidores
45.736.131/0001-70;2023-12-31;7;133354;UNIDAS LOCADORA S.A.;Cláudio José Zattar;Diretor Presidente
45.736.131/0001-70;2023-12-31;7;133354;UNIDAS LOCADORA S.A.;Carlos Augusto Moreira;Diretor de Relações com Investidores
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Guilherme Affonso Ferreira Filho;Diretor de Relações com Investidores
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Gabriel Ralston Correa Ribeiro;Diretor Presidente
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;Paula Cristina Balleroni Morari;Diretor de Relações com Investidores
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Manuelito Pereira Magalhães Junior;Diretor Presidente
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Pedro Cláudio da SIlva;Diretor de Relações com Investidores
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Marcelo Ribeiro Pimentel;Diretor Presidente
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Rafael Sirotsky Russowsky;Diretor de Relações com Investidores
47.509.120/0001-82;2023-12-31;8;137003;BRADESCO LEASING S.A. ARREND MERCANTIL;Octavio de Lazari Junior;Diretor Presidente
47.509.120/0001-82;2023-12-31;8;137003;BRADESCO LEASING S.A. ARREND MERCANTIL;Carlos Wagner Firetti;Diretor de Relações com Investidores
47.509.120/0001-82;2023-12-31;8;137003;BRADESCO LEASING S.A. ARREND MERCANTIL;Cassiano Ricardo Scarpelli;Diretor de Relações com Investidores
47.586.663/0001-01;2023-12-31;2;128487;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;Antonio Frias Oliva Neto;Diretor Presidente/Relações com Investidores
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Frederico Trajano Inácio Rodrigues;Diretor Presidente
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Roberto Bellissimo Rodrigues;Diretor de Relações com Investidores
48.344.725/0007-19;2023-12-31;1;127742;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;Jairo Aparecido Yamamoto;Diretor Presidente/Relações com Investidores
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Henry Borenstein;Diretor Presidente
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Roberval Lanera Toffoli;Diretor de Relações com Investidores
49.314.049/0001-08;2023-12-31;2;135346;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;Rui Juarez Klein;Diretor Presidente
49.314.049/0001-08;2023-12-31;2;135346;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;Luciano Louzane;Diretor de Relações com Investidores
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Elisa Bastos de Lima;Diretor de Relações com Investidores
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Alexandre Calixto Afrange;Diretor Presidente
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;Wagner Brilhante de Albuquerque;Diretor Presidente/Relações com Investidores
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Nelson Roseira Gomes Neto;Diretor Presidente
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Rodrigo Araujo Alves;Diretor de Relações com Investidores
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Pedro Bartelle;Diretor Presidente
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Wagner Dantas da Silva;Diretor de Relações com Investidores
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Ricardo Lessa Pansa;Diretor Presidente/Relações com Investidores
51.218.147/0001-93;2023-12-31;2;128182;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;Cristina Anne Betts;Diretor Presidente
51.218.147/0001-93;2023-12-31;2;128182;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;Guido Barbosa de Oliveira;Diretor de Relações com Investidores
51.466.860/0001-56;2023-03-31;7;129782;SAO MARTINHO S.A.;Fabio Venturelli;Diretor Presidente
51.466.860/0001-56;2023-03-31;7;129782;SAO MARTINHO S.A.;Felipe Vicchiato;Diretor de Relações com Investidores
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Paulo Silvestri;Diretor Presidente
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Rodrigo Cartagena do Amaral;Diretor de Relações com Investidores
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Pedro Lobo da Silva;Diretor Presidente
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Ronald Domingues;Diretor de Relações com Investidores
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Ramon Peres Martinez Garcia de Alcaraz;Diretor Presidente
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Guilherme de Andrade Fonseca Sampaio;Diretor de Relações com Investidores
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Gilsomar Maia Sebastião;Diretor de Relações com Investidores
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Dennis Herszkowicz;Diretor Presidente
56.444.250/0001-75;2023-12-31;1;127609;HAUSCENTER SA;FERNANDO GUILHERME DE FRANCISCO NEGRÃO;Diretor de Relações com Investidores
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Flavio Maluf;Diretor Presidente
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;José Antônio Goulart de Carvalho;Diretor de Relações com Investidores
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Fábio Barbanti Taiar;Diretor de Relações com Investidores
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Luis Cassiano Rando Rosolen;Diretor Presidente
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;SYLVIO MARZAGÃO;Diretor Presidente/Relações com Investidores
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Rodrigo Bacellar Wuerkert;Diretor Presidente
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;José Roberto Borges Pacheco;Diretor de Relações com Investidores
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Marcelo Rodolfo Hahn;Diretor Presidente
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Douglas Leandro Rodrigues;Diretor de Relações com Investidores
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Adolpho Cyriaco Nunes de Souza Neto;Diretor de Relações com Investidores
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Carlos Eduardo Pereira Guimarães;Diretor Presidente
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Leonardo Ricci Scutti;Diretor de Relações com Investidores
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Fernando Queiroz Tracanella;Diretor Presidente
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Patrícia Abibe;Diretor de Relações com Investidores
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Alexandre Ostrowiecki;Diretor Presidente
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Flavio Bongiovanni Ferreira Lima;Diretor de Relações com Investidores
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;David Feffer;Diretor Presidente
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Marcel Paes de Almeida Piccinno;Diretor de Relações com Investidores
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Líbano Miranda Barroso;Diretor Presidente
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Bruno Boccolini Alves Costa;Diretor de Relações com Investidores
60.398.369/0004-79;2023-12-31;9;137060;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Marcelo Milliet;Diretor Presidente/Relações com Investidores
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Rodrigo Ribeiro Pereira Brandão;Diretor Presidente/Relações com Investidores
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;Sergio Pancini de Sá;Diretor Presidente/Relações com Investidores
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Marta Helena Zeni;Diretor Presidente/Relações com Investidores
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Emilio Sanches Salgado Júnior;Diretor Presidente
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Daniel Henrique Nogueira Soraggi Castro;Diretor de Relações com Investidores
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Cristina Anne Betts;Diretor Presidente
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Guido Barbosa de Oliveira;Diretor de Relações com Investidores
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Marcel Paes de Almeida Piccinno;Diretor de Relações com Investidores
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;David Feffer;Diretor Presidente
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Fernando de Castro Marques;Diretor Presidente
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Dayane de Souza Duarte;Diretor de Relações com Investidores
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Rafael Gibini;Diretor Presidente/Relações com Investidores
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Carlos Wagner Firetti;Diretor de Relações com Investidores
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Marcelo de Araújo Noronha;Diretor Presidente
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;André Costa Carvalho;Diretor de Relações com Investidores
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Fabio Alberto Amorosino;Diretor Presidente
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Fabiano Siqueira de Oliveira;Diretor de Relações com Investidores
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Jeane Mike Tsutsui;Diretor Presidente
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;José Antonio de Almeida Filippo;Diretor de Relações com Investidores
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;EDUARDO FANTIN;Diretor de Relações com Investidores
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Milton Maluhy Filho;Diretor Presidente
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Renato Lulia Jacob;Diretor de Relações com Investidores
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;ELIZABETH DO ROCIO DE FREITAS;Diretor Presidente/Relações com Investidores
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Marcelo Chara;Diretor Presidente
