CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
01.083.200/0001-18;2023-12-31;10;137710;NEOENERGIA S.A.;2023-01-01;2023-12-31;71894296.97;Conselho de Administração;23.00;12812500.00;13.00;12812500.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Em conformidade com o OFÍCIO-CIRCULAR/CVM/SEP 2023, o número de membros total de cada órgão deverá corresponder à média anual do número de membros de cada órgão apurado mensalmente.
01.083.200/0001-18;2023-12-31;10;137710;NEOENERGIA S.A.;2023-01-01;2023-12-31;71894296.97;Diretoria Estatutária;11.00;58232910.61;11.00;19654482.76;4574073.36;0.00;0.00;;32212645.96;0.00;0.00;0.00;0.00;;0.00;1791708.53;0.00;Em conformidade com o OFÍCIO-CIRCULAR/CVM/SEP 2023, o número de membros total de cada órgão deverá corresponder à média anual do número de membros de cada órgão apurado mensalmente.
01.083.200/0001-18;2023-12-31;10;137710;NEOENERGIA S.A.;2023-01-01;2023-12-31;71894296.97;Conselho Fiscal;5.00;848886.36;5.00;848886.36;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Em conformidade com o OFÍCIO-CIRCULAR/CVM/SEP 2023, o número de membros total de cada órgão deverá corresponder à média anual do número de membros de cada órgão apurado mensalmente.
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2022-01-01;2022-12-31;1440497.09;Conselho de Administração;5.00;163809.00;5.00;163809.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2022-01-01;2022-12-31;1440497.09;Diretoria Estatutária;2.00;1178402.69;2.00;604832.16;67023.60;0.00;0.00;São feitos os recolhimentos legais sobre a remuneração fixa.;0.00;0.00;0.00;204130.85;0.00;Representa a remuneração variável de curto prazo que remunera a diretoria executiva pelo desempenho e atingimento de metas. São feitos os recolhimentos legais sobre a remuneração variável.;302416.08;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2022-01-01;2022-12-31;1440497.09;Conselho Fiscal;3.00;98285.40;3.00;98285.40;0.00;0.00;0.00;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2021-01-01;2021-12-31;1186634.56;Conselho de Administração;5.00;196570.34;5.00;163809.00;0.00;0.00;32761.34;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2021-01-01;2021-12-31;1186634.56;Diretoria Estatutária;2.00;872121.77;2.00;604832.16;67023.60;0.00;200266.01;São feitos os recolhimentos legais sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;Representa a remuneração variável de curto prazo que remunera a diretoria executiva pelo desempenho e atingimento de metas. São feitos os recolhimentos legais sobre a remuneração variável.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2021-01-01;2021-12-31;1186634.56;Conselho Fiscal;3.00;117942.45;3.00;98285.40;0.00;0.00;19657.05;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2020-01-01;2020-12-31;1316906.39;Conselho de Administração;5.00;196571.00;5.00;163809.17;0.00;0.00;32761.83;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2020-01-01;2020-12-31;1316906.39;Diretoria Estatutária;2.00;1002393.11;2.00;723838.09;75880.36;0.00;202674.66;São feitos os recolhimentos legais sobre a remuneração fixa.;0.00;0.00;0.00;0.00;0.00;Representa a remuneração variável de curto prazo que remunera a diretoria executiva pelo desempenho e atingimento de metas. São feitos os recolhimentos legais sobre a remuneração variável.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2020-01-01;2020-12-31;1316906.39;Conselho Fiscal;3.00;117942.28;3.00;98285.23;0.00;0.00;19657.05;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2023-01-01;2023-12-31;1447364.16;Conselho de Administração;5.00;163809.00;5.00;163809.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2023-01-01;2023-12-31;1447364.16;Diretoria Estatutária;2.00;1185269.76;2.00;604832.16;197461.20;0.00;67203.58;São feitos os recolhimentos legais sobre a remuneração fixa.;0.00;0.00;0.00;13356.74;0.00;Representa a remuneração variável de curto prazo que remunera a diretoria executiva pelo desempenho e atingimento de metas. São feitos os recolhimentos legais sobre a remuneração variável.;302416.08;0.00;0.00;
01.104.937/0001-70;2023-12-31;1;127272;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2023-01-01;2023-12-31;1447364.16;Conselho Fiscal;3.00;98285.40;3.00;98285.40;0.00;0.00;0.00;Não há;0.00;0.00;0.00;0.00;0.00;A Companhia não paga, nem pagou nos últimos 3 (três) exercícios sociais, remuneração variável para os membros do Conselho de Administração e do Conselho Fiscal.;0.00;0.00;0.00;
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;7246238.02;Conselho de Administração;6.00;1102908.36;6.00;1098000.00;4908.36;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;7246238.02;Diretoria Estatutária;5.92;6143329.66;5.92;3996091.82;391707.84;0.00;0.00;-;1755530.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2022-01-01;2022-12-31;8263890.61;Conselho de Administração;5.42;839583.12;5.42;834480.00;5103.12;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2022-01-01;2022-12-31;8263890.61;Diretoria Estatutária;5.42;7424307.49;5.42;3915146.53;540410.96;0.00;0.00;-;2968750.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2023-01-01;2023-12-31;8505113.21;Conselho de Administração;6.00;1138973.28;6.00;1128000.00;10973.28;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2023-01-01;2023-12-31;8505113.21;Diretoria Estatutária;4.00;7366139.93;4.00;3264473.31;475393.82;0.00;0.00;-;2660272.80;0.00;0.00;966000.00;0.00;Provisão relativa ao Incentivo de Longo Prazo - ILP;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2020-01-01;2020-12-31;7149480.82;Conselho de Administração;6.00;812984.89;6.00;808641.58;4343.31;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.107.327/0001-20;2023-12-31;6;136712;BBM LOGÍSTICA S.A.;2020-01-01;2020-12-31;7149480.82;Diretoria Estatutária;7.66;6336495.93;7.66;4095403.21;82945.63;0.00;105576.00;Ajudas de Custo Moradia. Não incidência de INSS devido a desoneração da folha.;2052571.09;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2021-01-01;2021-12-31;5431322.64;Conselho de Administração;3.00;13200.00;1.00;13200.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR/CVM/SEP/ N°01/2021;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR/CVM/SEP/ N°01/2021;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2021-01-01;2021-12-31;5431322.64;Diretoria Estatutária;5.00;5418122.64;5.00;1201878.99;12350.29;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR/CVM/SEP/ N°01/2021;180159.72;1012088.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76,, conforme especificado no OFÍCIO CIRCULAR/CVM/SEP/ N°01/2021;84888.13;0.00;2926757.51;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2022-01-01;2022-12-31;5548286.72;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/CVM/SEP/N°01/2021;0.00;0.00;0.00;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N °01/2021;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2022-01-01;2022-12-31;5548286.72;Diretoria Estatutária;6.00;5548286.72;4.83;1012301.68;41362.88;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/CVM/SEP/N°01/2021;1028547.30;1501909.00;0.00;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N °01/2021;81133.21;0.00;1883032.65;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2022-01-01;2022-12-31;5548286.72;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/CVM/SEP/N°01/2021;0.00;0.00;0.00;0.00;0.00;Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N °01/2021;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2023-01-01;2023-12-31;7490505.36;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no  OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2023-01-01;2023-12-31;7490505.36;Diretoria Estatutária;5.00;7490505.36;5.00;1304687.94;66482.96;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP;517577.12;2547641.83;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP;99752.89;0.00;2954362.62;O número de membros foi apurado da forma especificada no  OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP
01.258.944/0001-26;2023-12-31;6;137941;RUMO MALHA SUL S.A.;2023-01-01;2023-12-31;7490505.36;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP;0.00;0.00;0.00;0.00;0.00;Outros: Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de "benefício de qualquer natureza" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP;0.00;0.00;0.00;O número de membros foi apurado da forma especificada no  OFÍCIO CIRCULAR /ANUAL-2023-CVM/SEP
01.319.044/0001-41;2023-12-31;1;127623;WTC AMAZONAS SUITE HOTEL S.A.;2021-01-01;2021-12-31;0.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Diretores deliberaram não efetuar retiradas pró-labore no exercício.
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2022-01-01;2022-12-31;11953491.26;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Assim como ocorreu nos exercícios passados, estima-se que todos os conselheiros renunciarão à remuneração por participação em reuniões do órgão.
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2022-01-01;2022-12-31;11953491.26;Diretoria Estatutária;3.00;11953491.26;3.00;3469682.01;76468.27;0.00;0.00;;8146462.27;0.00;0.00;0.00;0.00;;260878.71;0.00;0.00;(1) Valores líquidos dos encargos sociais de ônus do empregador, tendo em vista orientação da decisão do Colegiado da CVM em reunião realizada em 08.12.2020 (Processo CVM nº 19957.007457/2018-10).
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2021-01-01;2021-12-31;10379884.22;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Todos os conselheiros renunciaram à remuneração por participação em reuniões do órgão. O número de membros deste órgão corresponde à média anual apurada mensalmente, com duas casas decimais.
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2021-01-01;2021-12-31;10379884.22;Diretoria Estatutária;3.25;10379884.22;3.25;3507237.66;77585.62;0.00;0.00;;6553111.40;0.00;0.00;0.00;0.00;;241949.54;0.00;0.00;O número de membros deste órgão corresponde à média anual apurada mensalmente, com duas casas decimais, enquanto o número de membros remunerados corresponde ao número de membros que tiveram sua remuneração reconhecida no resultado, nos termos da regulamentação aplicável, em conformidade com o Ofício- Circular/Anual-2023-CVM/SEP.
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2020-01-01;2020-12-31;13283941.16;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Todos os conselheiros renunciaram à remuneração por participação em reuniões do órgão.
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2020-01-01;2020-12-31;13283941.16;Diretoria Estatutária;4.00;13283941.16;4.00;4044097.66;416217.00;0.00;0.00;;8557302.57;0.00;0.00;0.00;0.00;;266323.93;0.00;0.00;(1) Valores líquidos dos encargos sociais de ônus do empregador, tendo em vista orientação da decisão do Colegiado da CVM em reunião realizada em 08.12.2020 (Processo CVM nº 19957.007457/2018-10).
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2023-01-01;2023-12-31;13073023.52;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Assim como ocorreu nos exercícios passados, estima-se que todos os conselheiros renunciarão à remuneração por participação em reuniões do órgão
01.417.222/0001-77;2023-12-31;6;136053;MRS LOGISTICA S.A.;2023-01-01;2023-12-31;13073023.52;Diretoria Estatutária;3.00;13073023.52;3.00;3663105.63;90232.56;0.00;0.00;;9043153.90;0.00;0.00;0.00;0.00;;276531.43;0.00;0.00;(1) Valores líquidos dos encargos sociais de ônus do empregador, tendo em vista orientação da decisão do Colegiado da CVM em reunião realizada em 08.12.2020 (Processo CVM nº 19957.007457/2018-10).
01.543.032/0001-04;2023-12-31;5;136704;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;1194881.46;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP.
01.543.032/0001-04;2023-12-31;5;136704;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;1194881.46;Diretoria Estatutária;8.00;1194881.46;1.00;896296.93;1351.90;0.00;0.00;Encargos sociais;297232.63;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP.
01.543.032/0001-04;2023-12-31;5;136704;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;1194881.46;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP.
