CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.180000;0.00;0.00;15.07
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;4.00;1.500000;1.37;1.37;1.37
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1.500000;1.37;1.37;1.37
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;1.600000;1.37;1.37;1.37
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;1.600000;1.37;1.37;1.37
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.00;10.25;2.600000;9.00;0.00;11.90
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.800000;16.50;0.00;13.90
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.800000;17.10;0.00;11.85
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;10.75;2.600000;9.00;0.00;11.85
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;3.500000;17.50;0.00;17.20
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;11.00;4.000000;8.04;0.00;11.90
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.25;11.25;4.400000;8.00;0.00;0.00
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;3.700000;16.50;0.00;15.20
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Conselho de Administração;10.58;10.58;0.016000;3.64;3.64;3.64
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2021-01-01;2021-12-31;Conselho de Administração;11.00;11.00;0.016000;3.64;3.64;3.64
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2020-01-01;2020-12-31;Conselho de Administração;11.00;11.00;0.016000;10.92;10.92;10.92
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.360000;5.92;0.00;5.92
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;0.040000;5.92;0.00;5.92
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;2.00;0.360000;10.68;0.00;6.27
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;0.040000;6.64;0.00;6.64
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;2.00;2.021000;1.49;0.00;7.41
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;2.00;1.190000;1.20;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.30;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.10;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.50;3.50;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.42;5.42;3.730000;0.72;0.00;6107303.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.75;6.75;3.730000;0.00;0.00;0.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.50;7.50;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.75;7.75;0.000000;0.00;0.00;0.00
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0.220000;1782502.00;0.00;0.00
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.220000;0.00;0.00;0.00
10.452.416/0001-02;2023-12-31;5;133479;REAG INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.25;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.92;3.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;2.250000;1.34;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;2.00;2.780000;1.37;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.67;2.00;2.780000;1.37;0.00;0.00
10.629.105/0001-68;2023-12-31;19;136834;PRIO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.25;2.25;0.520000;3.91;0.00;0.00
10.629.105/0001-68;2023-12-31;19;136834;PRIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.75;2.00;0.160000;7.94;0.00;0.00
10.629.105/0001-68;2023-12-31;19;136834;PRIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.190000;18.79;0.00;0.00
10.629.105/0001-68;2023-12-31;19;136834;PRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.220000;31.87;0.00;0.00
10.629.105/0001-68;2023-12-31;19;136834;PRIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;0.050000;31.87;0.00;0.00
10.635.691/0001-53;2023-12-31;1;127914;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
10.635.691/0001-53;2023-12-31;1;127914;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.25;1.00;0.180000;13.05;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;13.05;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;13.05;0.00;0.00
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.92;0.00;0.000000;13.05;0.00;0.00
10.807.374/0001-77;2023-12-31;4;131521;BOA SAFRA SEMENTES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2023-12-31;4;131521;BOA SAFRA SEMENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.16;5.16;0.300000;10.50;0.00;0.00
10.807.374/0001-77;2023-12-31;4;131521;BOA SAFRA SEMENTES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2023-12-31;4;131521;BOA SAFRA SEMENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.66;3.00;0.300000;0.00;0.00;0.00
11.284.204/0001-18;2023-12-31;7;135896;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
11.284.204/0001-18;2023-12-31;7;135896;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;2.25;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;2.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
11.721.921/0001-60;2023-12-31;10;136541;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.250000;37000.00;0.00;11000.00
11.721.921/0001-60;2023-12-31;10;136541;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;3.520000;500070.00;0.00;187975.00
11.721.921/0001-60;2023-12-31;10;136541;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0.750000;116000.00;30000.00;0.00
11.721.921/0001-60;2023-12-31;10;136541;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;3.710000;586096.00;135300.00;5200.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;2.00;0.270000;7.51;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;1.00;0.260000;7.51;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;2.00;0.270000;7.51;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.33;1.00;0.260000;7.51;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;2.00;0.270000;5.13;0.00;5.13
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.67;1.00;0.060000;5.13;0.00;5.13
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.00;9.00;0.390000;4.44;0.00;0.00
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.510000;4.44;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;0.550000;20.09;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.920000;24.82;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.08;4.00;0.550000;19.11;0.00;15.75
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.42;4.00;0.490000;18.70;36.00;15.75
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.00;0.550000;19.11;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.83;4.00;0.490000;18.70;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.83;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;12.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;0.000000;0.00;0.00;0.00
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2020-01-01;2020-12-31;Conselho de Administração;12.17;1.00;1.150000;4.70;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.92;2.92;1.150000;4.70;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;1.00;1.130000;4.70;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;1.130000;4.70;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;1.00;0.740000;4.70;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.50;2.00;0.400000;4.70;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.00;0.400000;4.70;0.00;0.00
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.92;6.92;1.103300;8.34;0.00;4.00
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2020-01-01;2020-12-31;Conselho de Administração;10.00;7.00;0.019700;20.62;0.00;15.35
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.08;7.08;0.694400;9.47;0.00;16.69
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.67;7.00;0.009900;20.62;0.00;20.62
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.17;6.17;1.383900;18.00;17.42;8.90
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;7.00;0.019700;22.28;0.00;0.00
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1.383900;18.00;20.26;0.00
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.67;10.33;0.019700;22.28;0.00;0.00
13.270.520/0001-66;2023-12-31;13;137760;KORA SAÚDE PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;4509709.000000;1.77;0.00;0.00
13.270.520/0001-66;2023-12-31;13;137760;KORA SAÚDE PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.17;5.17;0.000000;0.00;0.00;0.00
