CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria;1;20;0;0;0;N
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Conselho de Administração - Efetivos;1;2;0;0;0;N
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Diretoria;1;3;0;0;0;N
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Diretoria;0;2;0;0;0;N
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho de Administração - Efetivos;0;11;0;0;0;N
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho Fiscal - Efetivos;1;4;0;0;0;N
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;N
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;Diretoria;1;6;0;0;0;N
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;Conselho de Administração - Efetivos;0;11;0;0;0;N
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;Conselho Fiscal - Efetivos;1;4;0;0;0;N
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;N
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;Diretoria;1;6;0;0;0;N
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho de Administração - Efetivos;1;5;0;0;0;N
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho Fiscal - Efetivos;0;5;0;0;0;N
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Conselho Fiscal - Suplentes;0;3;0;0;1;N
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Diretoria;1;8;0;0;0;N
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Diretoria;0;3;0;0;0;N
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Conselho de Administração - Efetivos;1;4;0;0;3;N
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Conselho de Administração - Suplentes;3;3;0;0;2;N
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Conselho Fiscal - Efetivos;0;2;0;0;1;N
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Conselho Fiscal - Suplentes;0;0;0;0;3;N
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Diretoria;2;5;0;0;2;N
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Conselho de Administração - Efetivos;2;1;0;0;0;N
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Diretoria;0;2;0;0;0;N
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho de Administração - Efetivos;3;4;0;0;0;N
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho de Administração - Suplentes;1;1;0;0;0;N
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Diretoria;1;5;0;0;0;N
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Conselho de Administração - Efetivos;1;6;0;0;0;N
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;N
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Conselho Fiscal - Suplentes;1;0;0;0;0;N
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Diretoria;0;7;0;0;0;N
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Conselho de Administração - Efetivos;0;2;0;0;0;N
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Diretoria;0;2;0;0;0;N
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Conselho de Administração - Efetivos;0;0;0;0;0;S
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Diretoria;0;0;0;0;0;S
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Efetivos;0;3;0;0;0;N
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Diretoria;1;6;0;0;0;N
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Conselho de Administração - Efetivos;0;0;0;0;0;S
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Diretoria;0;0;0;0;0;S
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;N
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Conselho de Administração - Suplentes;0;4;0;0;0;N
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;N
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Diretoria;0;5;0;0;0;N
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Diretoria;0;4;0;0;0;N
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;N
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Conselho de Administração - Suplentes;0;2;0;0;0;N
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Diretoria;1;2;0;0;0;N
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Conselho de Administração - Efetivos;2;9;0;0;0;N
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;N
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;N
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Diretoria;3;11;0;0;0;N
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração - Efetivos;1;7;0;0;0;N
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal - Efetivos;2;1;0;0;0;N
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal - Suplentes;2;1;0;0;0;N
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria;1;6;0;0;0;N
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Conselho de Administração - Efetivos;4;2;0;0;0;N
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Diretoria;1;4;0;0;0;N
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;Conselho de Administração - Efetivos;1;2;0;0;0;N
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;Diretoria;0;2;0;0;0;N
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Conselho de Administração - Efetivos;1;10;0;0;0;N
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Conselho de Administração - Suplentes;1;2;0;0;0;N
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Conselho Fiscal - Efetivos;2;3;0;0;0;N
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Conselho Fiscal - Suplentes;2;3;0;0;0;N
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Diretoria;0;4;0;0;0;N
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho de Administração - Efetivos;0;0;0;0;5;N
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;3;N
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;3;N
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Diretoria;0;0;0;0;6;N
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;N
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Diretoria;1;2;0;0;0;N
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;Diretoria;0;3;0;0;0;N
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração - Efetivos;2;5;0;0;0;N
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria;0;6;0;0;0;N
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;N
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Diretoria;0;2;0;0;0;N
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;Diretoria;0;3;0;0;0;N
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Conselho de Administração - Efetivos;0;7;0;0;0;N
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Diretoria;0;3;0;0;0;N
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Conselho de Administração - Efetivos;0;5;0;0;0;N
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Diretoria;2;2;0;0;0;N
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Diretoria;1;4;0;0;0;N
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho de Administração - Efetivos;1;10;0;0;2;N
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;N
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Conselho Fiscal - Suplentes;3;2;0;0;0;N
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Diretoria;0;4;0;0;0;N
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;1;5;0;0;0;N
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;1;2;0;0;0;N
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Diretoria;3;4;0;0;0;N
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Diretoria;0;5;0;0;0;N
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;S
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Diretoria;0;0;0;0;0;S
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Conselho de Administração - Efetivos;0;1;0;0;6;N
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Diretoria;0;3;0;0;2;N
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Conselho de Administração - Efetivos;2;5;0;0;0;N
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Diretoria;1;5;0;0;0;N
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Conselho de Administração - Efetivos;2;5;0;0;0;N
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Diretoria;0;5;0;0;0;N
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;S
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
