CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.58;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.25;4.00;412535;29.48;14.51;6175648.95
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.22;4.00;137924;28.17;17.61;1456477.44
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;10.33;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.75;4.00;94528;25.99;21.21;451843.84
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.42;0.00;0;0.00;0.00;0.00
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.59;9.59;335585;105.07;105.07;0.00
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;2021-01-01;2021-12-31;Conselho de Administração;13.25;0.00;0;0.00;0.00;0.00
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.61;8.61;296314;101.60;101.60;0.00
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;2020-01-01;2020-12-31;Conselho de Administração;13.25;0.00;0;0.00;0.00;0.00
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.35;6.35;432920;44.06;44.06;0.00
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.83;5.83;512417;28.09;28.09;0.00
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.83;9.83;565340;28.09;28.09;0.00
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.67;6.67;2712321;24.19;24.19;0.00
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;786849;24.11;24.11;0.00
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;8.00;702519;9.56;9.56;0.00
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;8.67;8.67;283652;9.25;9.25;0.00
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;1.00;704574;30.40;31.46;-746848.44
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;52193;87.55;95.80;-430592.25
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.67;1.00;104385;87.55;95.80;-861176.25
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.83;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.58;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.83;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;0;0.00;0.00;0.00
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;3.00;0;0.00;0.00;0.00
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;3.00;0;0.00;0.00;0.00
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;3.00;0;0.00;0.00;0.00
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;163034;0.00;29.98;-4887759.32
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;51729;0.00;42.53;-2200034.37
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;190410;0.00;46.76;-8903571.60
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.75;0.00;0;0.00;0.00;0.00
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.58;5.58;402291;11.21;18.25;-2832128.64
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;10.00;1.00;384054;11.21;12.83;-622167.48
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.25;5.00;0;0.00;0.00;0.00
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;4.00;1208701;6.13;6.11;24174.02
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;0.00;0;0.00;0.00;0.00
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.42;1.00;21003;9.42;10.61;-24993.57
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.33;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Conselho de Administração;12.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Conselho de Administração;12.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Conselho de Administração;9.67;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Conselho Fiscal;2.58;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Diretoria Estatutária;2.83;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2020-01-01;2020-12-31;Conselho de Administração;12.50;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2020-01-01;2020-12-31;Conselho Fiscal;2.00;0.00;0;0.00;0.00;0.00
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;2020-01-01;2020-12-31;Diretoria Estatutária;4.58;0.00;0;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;353220;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;3982176;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.67;1.00;0;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;3503578;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;1.00;0;0.00;0.00;0.00
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;2654784;0.00;0.00;0.00
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.67;6.67;0;0.00;0.00;0.00
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;11.00;11.00;0;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Diretoria Estatutária;5.92;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Diretoria Estatutária;5.58;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;2020-01-01;2020-12-31;Diretoria Estatutária;6.58;0.00;0;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;4.92;0;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;1254131;19.37;17.12;2821794.75
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.08;0.00;0;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;926411;21.69;23.19;-1389616.50
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;132237;46.35;75.73;-3885123.06
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;1.00;1600;22.00;253.00;-369600.00
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;2500;22.00;253.00;-577500.00
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;3.33;188332;7.24;12.08;-911526.88
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;11504;9.33;10.54;-13919.84
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;6.00;40170;5.89;7.35;-58648.20
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;283905;12.83;32.38;-5550342.75
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;6.00;848250;12.83;32.38;-16583287.50
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;924564;9.84;32.50;-20950620.24
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.67;0.00;0;0.00;0.00;0.00
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;6.00;777799;13.11;24.59;-8929132.52
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
